GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,DATA_VALUE All,DATA_VALUE NoC,DATA_VALUE 1,DATA_VALUE 2,DATA_VALUE 3,DATA_VALUE 4
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009447,Birmingham 005C,00CNGM0098,00CNGM0098,,115,17,37,36,22,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009445,Birmingham 005A,00CNGM0099,00CNGM0099,,138,14,34,50,32,8
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009447,Birmingham 005C,00CNGM0100,00CNGM0100,,124,18,38,42,17,9
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009445,Birmingham 005A,00CNGM0101,00CNGM0101,,128,11,28,54,27,8
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009448,Birmingham 005D,00CNGM0102,00CNGM0102,,117,16,35,44,19,3
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009449,Birmingham 009A,00CNGM0103,00CNGM0103,,143,42,48,41,9,3
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009449,Birmingham 009A,00CNGM0104,00CNGM0104,,145,67,45,22,8,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009452,Birmingham 005E,00CNGM0105,00CNGM0105,,125,49,41,29,6,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009450,Birmingham 012E,00CNGM0106,00CNGM0106,,121,30,35,37,15,4
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009447,Birmingham 005C,00CNGM0107,00CNGM0107,,125,23,36,40,23,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009452,Birmingham 005E,00CNGM0108,00CNGM0108,,121,13,42,39,18,9
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009448,Birmingham 005D,00CNGM0109,00CNGM0109,,119,16,27,39,25,12
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009448,Birmingham 005D,00CNGM0110,00CNGM0110,,118,21,32,38,22,5
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009473,Birmingham 010E,00CNGN0001,00CNGN0001,,123,64,43,10,6,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009473,Birmingham 010E,00CNGN0002,00CNGN0002,,135,57,38,27,10,3
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009458,Birmingham 018D,00CNGN0003,00CNGN0003,,152,22,59,41,23,7
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009468,Birmingham 004F,00CNGN0004,00CNGN0004,,129,66,42,21,0,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009465,Birmingham 007C,00CNGN0005,00CNGN0005,,138,53,39,34,12,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009469,Birmingham 010B,00CNGN0006,00CNGN0006,,126,39,49,35,0,3
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009467,Birmingham 007D,00CNGN0007,00CNGN0007,,129,40,53,32,4,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009466,Birmingham 009D,00CNGN0008,00CNGN0008,,126,67,30,23,6,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009467,Birmingham 007D,00CNGN0009,00CNGN0009,,133,59,39,28,7,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009467,Birmingham 007D,00CNGN0010,00CNGN0010,,120,39,39,37,5,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009468,Birmingham 004F,00CNGN0011,00CNGN0011,,119,43,54,22,0,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009471,Birmingham 009E,00CNGN0012,00CNGN0012,,120,37,39,40,4,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009470,Birmingham 010C,00CNGN0013,00CNGN0013,,136,53,54,26,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009468,Birmingham 004F,00CNGN0014,00CNGN0014,,125,42,46,34,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009471,Birmingham 009E,00CNGN0015,00CNGN0015,,119,66,31,19,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009471,Birmingham 009E,00CNGN0016,00CNGN0016,,120,56,39,22,3,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009469,Birmingham 010B,00CNGN0017,00CNGN0017,,117,52,45,20,0,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009470,Birmingham 010C,00CNGN0018,00CNGN0018,,132,53,54,22,3,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009467,Birmingham 007D,00CNGN0019,00CNGN0019,,147,30,48,51,15,3
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009469,Birmingham 010B,00CNGN0020,00CNGN0020,,78,35,25,15,3,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009469,Birmingham 010B,00CNGN0021,00CNGN0021,,130,71,41,10,5,3
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009468,Birmingham 004F,00CNGN0022,00CNGN0022,,132,51,39,38,4,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009469,Birmingham 010B,00CNGN0023,00CNGN0023,,130,55,39,27,9,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009470,Birmingham 010C,00CNGN0024,00CNGN0024,,141,57,54,26,4,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009470,Birmingham 010C,00CNGN0025,00CNGN0025,,127,57,38,29,3,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009472,Birmingham 010D,00CNGN0026,00CNGN0026,,132,40,53,30,6,3
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009466,Birmingham 009D,00CNGN0027,00CNGN0027,,132,47,46,35,4,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009468,Birmingham 004F,00CNGN0028,00CNGN0028,,127,54,37,23,13,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009471,Birmingham 009E,00CNGN0029,00CNGN0029,,125,56,44,21,4,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009457,Birmingham 015A,00CNGN0030,00CNGN0030,,116,35,51,30,0,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009466,Birmingham 009D,00CNGN0031,00CNGN0031,,132,59,41,29,3,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009457,Birmingham 015A,00CNGN0032,00CNGN0032,,106,41,34,28,3,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009472,Birmingham 010D,00CNGN0033,00CNGN0033,,126,48,41,31,6,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009473,Birmingham 010E,00CNGN0034,00CNGN0034,,136,46,52,30,8,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009474,Birmingham 010F,00CNGN0035,00CNGN0035,,129,49,49,26,5,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009473,Birmingham 010E,00CNGN0036,00CNGN0036,,118,18,40,47,13,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009474,Birmingham 010F,00CNGN0037,00CNGN0037,,113,26,26,43,14,4
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009466,Birmingham 009D,00CNGN0038,00CNGN0038,,128,67,36,20,5,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009456,Birmingham 018C,00CNGN0039,00CNGN0039,,125,51,35,28,8,3
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009472,Birmingham 010D,00CNGN0040,00CNGN0040,,133,53,48,29,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009471,Birmingham 009E,00CNGN0041,00CNGN0041,,129,59,44,23,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009466,Birmingham 009D,00CNGN0042,00CNGN0042,,133,69,32,26,6,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009474,Birmingham 010F,00CNGN0043,00CNGN0043,,123,47,44,27,5,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009457,Birmingham 015A,00CNGN0044,00CNGN0044,,129,49,49,28,3,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009472,Birmingham 010D,00CNGN0045,00CNGN0045,,103,45,32,19,7,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009473,Birmingham 010E,00CNGN0046,00CNGN0046,,145,42,46,44,13,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009474,Birmingham 010F,00CNGN0047,00CNGN0047,,133,56,44,23,7,3
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009457,Birmingham 015A,00CNGN0048,00CNGN0048,,123,56,43,20,4,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009457,Birmingham 015A,00CNGN0049,00CNGN0049,,130,66,40,21,3,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009456,Birmingham 018C,00CNGN0050,00CNGN0050,,141,68,41,26,3,3
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009474,Birmingham 010F,00CNGN0051,00CNGN0051,,128,65,37,23,3,0
F,West Midlands,,,00CN,Birmingham,E02001836,Birmingham 010,E01009472,Birmingham 010D,00CNGN0052,00CNGN0052,,114,48,37,19,10,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009459,Birmingham 015B,00CNGN0053,00CNGN0053,,122,46,40,30,3,3
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009456,Birmingham 018C,00CNGN0054,00CNGN0054,,128,67,38,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009458,Birmingham 018D,00CNGN0055,00CNGN0055,,123,16,38,54,15,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009459,Birmingham 015B,00CNGN0056,00CNGN0056,,146,38,61,42,5,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009456,Birmingham 018C,00CNGN0057,00CNGN0057,,112,50,42,20,0,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009456,Birmingham 018C,00CNGN0058,00CNGN0058,,127,63,41,17,6,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009459,Birmingham 015B,00CNGN0059,00CNGN0059,,126,56,42,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009458,Birmingham 018D,00CNGN0060,00CNGN0060,,120,36,37,26,18,3
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009460,Birmingham 018E,00CNGN0061,00CNGN0061,,116,30,46,40,0,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009459,Birmingham 015B,00CNGN0062,00CNGN0062,,115,48,47,16,4,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009458,Birmingham 018D,00CNGN0063,00CNGN0063,,123,36,36,41,10,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009458,Birmingham 018D,00CNGN0064,00CNGN0064,,121,28,46,38,9,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009459,Birmingham 015B,00CNGN0065,00CNGN0065,,128,58,46,18,6,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009463,Birmingham 015D,00CNGN0066,00CNGN0066,,109,36,35,35,3,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009463,Birmingham 015D,00CNGN0067,00CNGN0067,,120,50,44,23,3,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009460,Birmingham 018E,00CNGN0068,00CNGN0068,,137,28,57,42,7,3
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009462,Birmingham 018F,00CNGN0069,00CNGN0069,,119,56,31,27,5,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009460,Birmingham 018E,00CNGN0070,00CNGN0070,,124,43,38,30,13,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009460,Birmingham 018E,00CNGN0071,00CNGN0071,,134,47,53,27,7,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009462,Birmingham 018F,00CNGN0072,00CNGN0072,,136,60,43,25,8,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009462,Birmingham 018F,00CNGN0073,00CNGN0073,,134,38,32,46,15,3
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009460,Birmingham 018E,00CNGN0074,00CNGN0074,,127,46,38,31,12,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009463,Birmingham 015D,00CNGN0075,00CNGN0075,,119,41,45,28,5,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009463,Birmingham 015D,00CNGN0076,00CNGN0076,,125,60,42,23,0,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009462,Birmingham 018F,00CNGN0077,00CNGN0077,,138,31,45,43,16,3
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009461,Birmingham 015C,00CNGN0078,00CNGN0078,,135,65,47,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009462,Birmingham 018F,00CNGN0079,00CNGN0079,,122,20,26,61,12,3
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009461,Birmingham 015C,00CNGN0080,00CNGN0080,,122,55,43,24,0,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009460,Birmingham 018E,00CNGN0081,00CNGN0081,,124,43,40,28,13,0
F,West Midlands,,,00CN,Birmingham,E02001844,Birmingham 018,E01009462,Birmingham 018F,00CNGN0082,00CNGN0082,,129,55,38,27,9,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009463,Birmingham 015D,00CNGN0083,00CNGN0083,,121,48,36,32,5,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009461,Birmingham 015C,00CNGN0084,00CNGN0084,,136,67,46,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001841,Birmingham 015,E01009461,Birmingham 015C,00CNGN0085,00CNGN0085,,130,48,48,25,9,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009464,Birmingham 007B,00CNGN0086,00CNGN0086,,113,32,53,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009465,Birmingham 007C,00CNGN0087,00CNGN0087,,114,39,44,26,5,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009464,Birmingham 007B,00CNGN0088,00CNGN0088,,106,39,40,23,4,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009464,Birmingham 007B,00CNGN0089,00CNGN0089,,98,30,39,22,7,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009464,Birmingham 007B,00CNGN0090,00CNGN0090,,115,27,46,29,13,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009464,Birmingham 007B,00CNGN0091,00CNGN0091,,112,34,42,31,5,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009467,Birmingham 007D,00CNGN0092,00CNGN0092,,125,49,48,28,0,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009465,Birmingham 007C,00CNGN0093,00CNGN0093,,123,57,36,22,8,0
F,West Midlands,,,00CN,Birmingham,E02001833,Birmingham 007,E01009465,Birmingham 007C,00CNGN0094,00CNGN0094,,120,36,42,30,9,3
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009476,Birmingham 055B,00CNGP0001,00CNGP0001,,137,15,38,45,33,6
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009478,Birmingham 048A,00CNGP0002,00CNGP0002,,130,15,33,48,29,5
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009479,Birmingham 048B,00CNGP0003,00CNGP0003,,140,16,52,44,18,10
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009481,Birmingham 044D,00CNGP0004,00CNGP0004,,111,24,31,35,18,3
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009476,Birmingham 055B,00CNGP0005,00CNGP0005,,138,17,29,44,32,16
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009479,Birmingham 048B,00CNGP0006,00CNGP0006,,135,12,37,45,38,3
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009480,Birmingham 044C,00CNGP0007,00CNGP0007,,148,25,39,41,31,12
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009480,Birmingham 044C,00CNGP0008,00CNGP0008,,132,6,40,41,36,9
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009480,Birmingham 044C,00CNGP0009,00CNGP0009,,140,12,39,45,35,9
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009478,Birmingham 048A,00CNGP0010,00CNGP0010,,130,26,37,39,23,5
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009480,Birmingham 044C,00CNGP0011,00CNGP0011,,129,14,35,39,31,10
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009478,Birmingham 048A,00CNGP0012,00CNGP0012,,116,11,38,35,22,10
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009478,Birmingham 048A,00CNGP0013,00CNGP0013,,127,17,38,39,30,3
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009483,Birmingham 051B,00CNGP0014,00CNGP0014,,123,13,36,43,21,10
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009484,Birmingham 048D,00CNGP0015,00CNGP0015,,131,13,44,44,23,7
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009482,Birmingham 048C,00CNGP0016,00CNGP0016,,135,19,33,46,33,4
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009488,Birmingham 051C,00CNGP0017,00CNGP0017,,128,8,42,51,22,5
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009479,Birmingham 048B,00CNGP0018,00CNGP0018,,117,5,39,42,28,3
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009482,Birmingham 048C,00CNGP0019,00CNGP0019,,129,9,36,45,30,9
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009479,Birmingham 048B,00CNGP0020,00CNGP0020,,143,10,40,45,40,8
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009478,Birmingham 048A,00CNGP0021,00CNGP0021,,122,12,37,52,16,5
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009481,Birmingham 044D,00CNGP0022,00CNGP0022,,123,29,39,39,12,4
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009482,Birmingham 048C,00CNGP0023,00CNGP0023,,97,5,32,27,25,8
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009481,Birmingham 044D,00CNGP0024,00CNGP0024,,129,19,38,44,21,7
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009481,Birmingham 044D,00CNGP0025,00CNGP0025,,129,22,42,39,23,3
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009484,Birmingham 048D,00CNGP0026,00CNGP0026,,126,8,43,39,28,8
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009487,Birmingham 044F,00CNGP0027,00CNGP0027,,128,24,27,37,33,7
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009484,Birmingham 048D,00CNGP0028,00CNGP0028,,123,18,34,39,25,7
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009481,Birmingham 044D,00CNGP0029,00CNGP0029,,126,19,42,31,26,8
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009486,Birmingham 044E,00CNGP0030,00CNGP0030,,130,24,50,39,17,0
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009486,Birmingham 044E,00CNGP0031,00CNGP0031,,125,22,40,38,20,5
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009484,Birmingham 048D,00CNGP0032,00CNGP0032,,128,15,38,40,30,5
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009482,Birmingham 048C,00CNGP0033,00CNGP0033,,108,7,34,39,23,5
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009485,Birmingham 048E,00CNGP0034,00CNGP0034,,126,18,44,44,17,3
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009489,Birmingham 051D,00CNGP0035,00CNGP0035,,128,10,41,35,30,12
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009487,Birmingham 044F,00CNGP0036,00CNGP0036,,133,18,38,43,30,4
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009486,Birmingham 044E,00CNGP0037,00CNGP0037,,131,20,29,45,31,6
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009486,Birmingham 044E,00CNGP0038,00CNGP0038,,139,18,46,42,26,7
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009485,Birmingham 048E,00CNGP0039,00CNGP0039,,117,17,34,39,20,7
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009483,Birmingham 051B,00CNGP0040,00CNGP0040,,141,10,46,58,20,7
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009483,Birmingham 051B,00CNGP0041,00CNGP0041,,108,10,29,35,26,8
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009487,Birmingham 044F,00CNGP0042,00CNGP0042,,124,23,41,34,20,6
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009489,Birmingham 051D,00CNGP0043,00CNGP0043,,112,11,25,41,26,9
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009489,Birmingham 051D,00CNGP0044,00CNGP0044,,134,14,31,49,30,10
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009483,Birmingham 051B,00CNGP0045,00CNGP0045,,120,5,32,54,24,5
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009485,Birmingham 048E,00CNGP0046,00CNGP0046,,110,11,22,31,32,14
F,West Midlands,,,00CN,Birmingham,E02001870,Birmingham 044,E01009487,Birmingham 044F,00CNGP0047,00CNGP0047,,134,29,42,31,24,8
F,West Midlands,,,00CN,Birmingham,E02001874,Birmingham 048,E01009485,Birmingham 048E,00CNGP0048,00CNGP0048,,118,13,31,43,26,5
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009490,Birmingham 055D,00CNGP0049,00CNGP0049,,127,30,37,40,14,6
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009488,Birmingham 051C,00CNGP0050,00CNGP0050,,121,8,34,54,20,5
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009489,Birmingham 051D,00CNGP0051,00CNGP0051,,111,9,29,37,30,6
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009490,Birmingham 055D,00CNGP0052,00CNGP0052,,126,19,36,38,25,8
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009491,Birmingham 051E,00CNGP0053,00CNGP0053,,97,3,31,37,22,4
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009491,Birmingham 051E,00CNGP0054,00CNGP0054,,109,9,25,44,24,7
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009492,Birmingham 055E,00CNGP0055,00CNGP0055,,123,15,29,36,28,15
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009491,Birmingham 051E,00CNGP0056,00CNGP0056,,114,9,27,40,31,7
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009491,Birmingham 051E,00CNGP0057,00CNGP0057,,123,11,33,45,28,6
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009488,Birmingham 051C,00CNGP0058,00CNGP0058,,114,9,23,33,43,6
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009490,Birmingham 055D,00CNGP0059,00CNGP0059,,149,18,47,56,25,3
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009488,Birmingham 051C,00CNGP0060,00CNGP0060,,112,11,37,39,21,4
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009492,Birmingham 055E,00CNGP0061,00CNGP0061,,129,12,38,33,34,12
F,West Midlands,,,00CN,Birmingham,E02001877,Birmingham 051,E01009488,Birmingham 051C,00CNGP0062,00CNGP0062,,116,13,26,43,28,6
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009492,Birmingham 055E,00CNGP0063,00CNGP0063,,113,7,22,44,31,9
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009492,Birmingham 055E,00CNGP0064,00CNGP0064,,120,9,19,38,40,14
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009477,Birmingham 055C,00CNGP0065,00CNGP0065,,122,23,33,33,29,4
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009490,Birmingham 055D,00CNGP0066,00CNGP0066,,145,10,36,50,29,20
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009476,Birmingham 055B,00CNGP0067,00CNGP0067,,128,16,20,44,36,12
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009476,Birmingham 055B,00CNGP0068,00CNGP0068,,137,19,40,47,28,3
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009475,Birmingham 055A,00CNGP0069,00CNGP0069,,113,16,29,36,22,10
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009477,Birmingham 055C,00CNGP0070,00CNGP0070,,115,6,34,35,27,13
F,West Midlands,,,00CN,Birmingham,E02001881,Birmingham 055,E01009475,Birmingham 055A,00CNGP0071,00CNGP0071,,108,13,27,36,26,6
