GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,DATA_VALUE All,DATA_VALUE NoC,DATA_VALUE 1,DATA_VALUE 2,DATA_VALUE 3,DATA_VALUE 4
F,West Midlands,,,00CN,Birmingham,E02001834,Birmingham 008,E01009224,Birmingham 008C,00CNFY0055,00CNFY0055,,136,28,45,44,16,3
F,West Midlands,,,00CN,Birmingham,E02001834,Birmingham 008,E01009224,Birmingham 008C,00CNFY0056,00CNFY0056,,146,29,42,53,18,4
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009225,Birmingham 013B,00CNFY0057,00CNFY0057,,126,25,54,35,12,0
F,West Midlands,,,00CN,Birmingham,E02001843,Birmingham 017,E01009226,Birmingham 017A,00CNFY0058,00CNFY0058,,136,26,53,33,21,3
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009225,Birmingham 013B,00CNFY0059,00CNFY0059,,123,17,44,42,20,0
F,West Midlands,,,00CN,Birmingham,E02001843,Birmingham 017,E01009226,Birmingham 017A,00CNFY0060,00CNFY0060,,115,27,44,33,8,3
F,West Midlands,,,00CN,Birmingham,E02001843,Birmingham 017,E01009226,Birmingham 017A,00CNFY0061,00CNFY0061,,120,25,42,30,20,3
F,West Midlands,,,00CN,Birmingham,E02001843,Birmingham 017,E01009226,Birmingham 017A,00CNFY0062,00CNFY0062,,132,34,41,37,17,3
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009225,Birmingham 013B,00CNFY0063,00CNFY0063,,124,17,23,42,35,7
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009225,Birmingham 013B,00CNFY0064,00CNFY0064,,132,5,34,65,25,3
F,West Midlands,,,00CN,Birmingham,E02001843,Birmingham 017,E01009226,Birmingham 017A,00CNFY0065,00CNFY0065,,122,34,47,27,11,3
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009228,Birmingham 013D,00CNFY0066,00CNFY0066,,128,25,25,37,37,4
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009225,Birmingham 013B,00CNFY0067,00CNFY0067,,126,12,35,37,30,12
F,West Midlands,,,00CN,Birmingham,E02001843,Birmingham 017,E01009230,Birmingham 017C,00CNFY0068,00CNFY0068,,130,38,50,27,15,0
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009227,Birmingham 013C,00CNFY0069,00CNFY0069,,126,31,42,36,12,5
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009228,Birmingham 013D,00CNFY0070,00CNFY0070,,137,36,44,32,21,4
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009228,Birmingham 013D,00CNFY0071,00CNFY0071,,133,30,48,31,20,4
F,West Midlands,,,00CN,Birmingham,E02001839,Birmingham 013,E01009228,Birmingham 013D,00CNFY0072,00CNFY0072,,135,40,49,31,15,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009244,Birmingham 019C,00CNFZ0001,00CNFZ0001,,147,42,48,31,23,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009236,Birmingham 019B,00CNFZ0002,00CNFZ0002,,122,32,49,26,12,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009236,Birmingham 019B,00CNFZ0003,00CNFZ0003,,106,28,45,23,10,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009240,Birmingham 024C,00CNFZ0004,00CNFZ0004,,125,46,44,26,9,0
F,West Midlands,,,00CN,Birmingham,E02001859,Birmingham 033,E01009239,Birmingham 033F,00CNFZ0005,00CNFZ0005,,133,13,41,61,18,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009243,Birmingham 016B,00CNFZ0006,00CNFZ0006,,160,21,60,54,22,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009236,Birmingham 019B,00CNFZ0007,00CNFZ0007,,124,31,53,32,8,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009238,Birmingham 024B,00CNFZ0008,00CNFZ0008,,120,33,49,30,8,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009244,Birmingham 019C,00CNFZ0009,00CNFZ0009,,92,5,24,55,8,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009236,Birmingham 019B,00CNFZ0010,00CNFZ0010,,132,42,50,24,13,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009235,Birmingham 016A,00CNFZ0011,00CNFZ0011,,115,28,41,31,15,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009248,Birmingham 019D,00CNFZ0012,00CNFZ0012,,145,43,54,30,15,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009234,Birmingham 019A,00CNFZ0013,00CNFZ0013,,122,35,42,26,16,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009248,Birmingham 019D,00CNFZ0014,00CNFZ0014,,142,47,42,29,21,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009237,Birmingham 024A,00CNFZ0015,00CNFZ0015,,123,29,41,32,18,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009235,Birmingham 016A,00CNFZ0016,00CNFZ0016,,135,33,60,28,11,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009234,Birmingham 019A,00CNFZ0017,00CNFZ0017,,114,37,42,29,6,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009238,Birmingham 024B,00CNFZ0018,00CNFZ0018,,99,16,27,47,9,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009234,Birmingham 019A,00CNFZ0019,00CNFZ0019,,120,36,37,32,12,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009237,Birmingham 024A,00CNFZ0020,00CNFZ0020,,133,19,42,55,17,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009234,Birmingham 019A,00CNFZ0021,00CNFZ0021,,127,49,34,22,19,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009237,Birmingham 024A,00CNFZ0022,00CNFZ0022,,117,20,35,44,15,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009238,Birmingham 024B,00CNFZ0023,00CNFZ0023,,130,34,53,33,10,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009234,Birmingham 019A,00CNFZ0024,00CNFZ0024,,132,44,41,32,15,0
F,West Midlands,,,00CN,Birmingham,E02001859,Birmingham 033,E01009239,Birmingham 033F,00CNFZ0025,00CNFZ0025,,132,35,38,36,19,4
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009241,Birmingham 024D,00CNFZ0026,00CNFZ0026,,140,40,48,34,18,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009238,Birmingham 024B,00CNFZ0027,00CNFZ0027,,130,47,41,25,17,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009237,Birmingham 024A,00CNFZ0028,00CNFZ0028,,122,37,31,28,23,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009240,Birmingham 024C,00CNFZ0029,00CNFZ0029,,124,36,46,29,10,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009241,Birmingham 024D,00CNFZ0030,00CNFZ0030,,130,36,51,34,9,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009237,Birmingham 024A,00CNFZ0031,00CNFZ0031,,131,44,38,31,15,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009240,Birmingham 024C,00CNFZ0032,00CNFZ0032,,123,30,49,30,14,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009240,Birmingham 024C,00CNFZ0033,00CNFZ0033,,120,29,41,32,15,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009240,Birmingham 024C,00CNFZ0034,00CNFZ0034,,132,34,41,44,9,4
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009241,Birmingham 024D,00CNFZ0035,00CNFZ0035,,127,38,38,43,8,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009241,Birmingham 024D,00CNFZ0036,00CNFZ0036,,111,35,44,25,7,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009242,Birmingham 024E,00CNFZ0037,00CNFZ0037,,95,24,32,35,4,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009241,Birmingham 024D,00CNFZ0038,00CNFZ0038,,104,24,45,26,9,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009242,Birmingham 024E,00CNFZ0039,00CNFZ0039,,141,32,46,47,13,3
F,West Midlands,,,00CN,Birmingham,E02001859,Birmingham 033,E01009239,Birmingham 033F,00CNFZ0040,00CNFZ0040,,131,37,52,31,11,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009242,Birmingham 024E,00CNFZ0041,00CNFZ0041,,111,40,34,26,11,0
F,West Midlands,,,00CN,Birmingham,E02001859,Birmingham 033,E01009239,Birmingham 033F,00CNFZ0042,00CNFZ0042,,96,45,23,18,7,3
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009242,Birmingham 024E,00CNFZ0043,00CNFZ0043,,132,35,49,31,17,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009242,Birmingham 024E,00CNFZ0044,00CNFZ0044,,134,32,54,37,11,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009243,Birmingham 016B,00CNFZ0045,00CNFZ0045,,126,37,45,33,11,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009245,Birmingham 016C,00CNFZ0046,00CNFZ0046,,108,38,39,20,8,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009245,Birmingham 016C,00CNFZ0047,00CNFZ0047,,108,37,35,22,11,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009243,Birmingham 016B,00CNFZ0048,00CNFZ0048,,129,34,48,35,12,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009246,Birmingham 016D,00CNFZ0049,00CNFZ0049,,130,39,47,27,14,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009245,Birmingham 016C,00CNFZ0050,00CNFZ0050,,94,29,33,17,11,4
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009245,Birmingham 016C,00CNFZ0051,00CNFZ0051,,121,38,41,26,16,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009244,Birmingham 019C,00CNFZ0052,00CNFZ0052,,127,40,41,27,15,4
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009246,Birmingham 016D,00CNFZ0053,00CNFZ0053,,122,26,38,41,14,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009248,Birmingham 019D,00CNFZ0054,00CNFZ0054,,136,40,47,34,15,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009246,Birmingham 016D,00CNFZ0055,00CNFZ0055,,144,50,47,33,14,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009244,Birmingham 019C,00CNFZ0056,00CNFZ0056,,142,47,51,32,12,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009243,Birmingham 016B,00CNFZ0057,00CNFZ0057,,131,35,32,46,15,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009247,Birmingham 016E,00CNFZ0058,00CNFZ0058,,114,34,40,26,14,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009246,Birmingham 016D,00CNFZ0059,00CNFZ0059,,123,49,43,22,9,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009236,Birmingham 019B,00CNFZ0060,00CNFZ0060,,126,25,37,39,22,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009248,Birmingham 019D,00CNFZ0061,00CNFZ0061,,138,26,63,29,20,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009246,Birmingham 016D,00CNFZ0062,00CNFZ0062,,130,40,49,26,15,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009245,Birmingham 016C,00CNFZ0063,00CNFZ0063,,126,27,52,38,9,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009243,Birmingham 016B,00CNFZ0064,00CNFZ0064,,102,33,32,27,10,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009247,Birmingham 016E,00CNFZ0065,00CNFZ0065,,111,26,42,26,14,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009247,Birmingham 016E,00CNFZ0066,00CNFZ0066,,124,32,51,27,11,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009247,Birmingham 016E,00CNFZ0067,00CNFZ0067,,127,50,37,28,12,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009235,Birmingham 016A,00CNFZ0068,00CNFZ0068,,116,30,48,23,12,3
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009247,Birmingham 016E,00CNFZ0069,00CNFZ0069,,118,45,43,22,8,0
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009244,Birmingham 019C,00CNFZ0070,00CNFZ0070,,129,41,42,29,14,3
F,West Midlands,,,00CN,Birmingham,E02001845,Birmingham 019,E01009248,Birmingham 019D,00CNFZ0071,00CNFZ0071,,141,41,53,28,19,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009235,Birmingham 016A,00CNFZ0072,00CNFZ0072,,118,29,52,22,15,0
F,West Midlands,,,00CN,Birmingham,E02001850,Birmingham 024,E01009238,Birmingham 024B,00CNFZ0073,00CNFZ0073,,131,34,44,40,13,0
F,West Midlands,,,00CN,Birmingham,E02001842,Birmingham 016,E01009235,Birmingham 016A,00CNFZ0074,00CNFZ0074,,139,51,49,30,9,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009250,Birmingham 080B,00CNGA0001,00CNGA0001,,149,43,55,39,12,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009257,Birmingham 080F,00CNGA0002,00CNGA0002,,125,21,39,40,25,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01009259,Birmingham 094E,00CNGA0003,00CNGA0003,,129,28,36,40,25,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009261,Birmingham 073E,00CNGA0004,00CNGA0004,,139,38,52,40,9,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009254,Birmingham 085C,00CNGA0005,00CNGA0005,,112,28,43,30,11,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009261,Birmingham 073E,00CNGA0006,00CNGA0006,,139,53,50,25,11,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009252,Birmingham 073C,00CNGA0007,00CNGA0007,,127,56,52,12,4,3
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009260,Birmingham 073D,00CNGA0008,00CNGA0008,,125,44,36,40,5,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009251,Birmingham 080C,00CNGA0009,00CNGA0009,,114,37,48,23,6,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009254,Birmingham 085C,00CNGA0010,00CNGA0010,,119,18,26,34,41,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009261,Birmingham 073E,00CNGA0011,00CNGA0011,,127,54,34,34,5,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009253,Birmingham 080D,00CNGA0012,00CNGA0012,,119,41,38,30,10,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009252,Birmingham 073C,00CNGA0013,00CNGA0013,,122,52,30,24,16,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009252,Birmingham 073C,00CNGA0014,00CNGA0014,,126,74,32,17,3,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009252,Birmingham 073C,00CNGA0015,00CNGA0015,,117,63,22,16,13,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009251,Birmingham 080C,00CNGA0016,00CNGA0016,,125,38,34,41,9,3
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009254,Birmingham 085C,00CNGA0017,00CNGA0017,,139,34,52,32,18,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009251,Birmingham 080C,00CNGA0018,00CNGA0018,,128,40,42,33,13,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009250,Birmingham 080B,00CNGA0019,00CNGA0019,,142,56,50,22,14,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009251,Birmingham 080C,00CNGA0020,00CNGA0020,,132,48,43,31,7,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009251,Birmingham 080C,00CNGA0021,00CNGA0021,,137,45,45,35,9,3
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009252,Birmingham 073C,00CNGA0022,00CNGA0022,,115,69,18,16,9,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009253,Birmingham 080D,00CNGA0023,00CNGA0023,,118,41,38,32,7,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009249,Birmingham 080A,00CNGA0024,00CNGA0024,,133,39,41,41,12,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009253,Birmingham 080D,00CNGA0025,00CNGA0025,,134,48,51,29,6,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009254,Birmingham 085C,00CNGA0026,00CNGA0026,,131,17,28,39,37,10
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009256,Birmingham 085D,00CNGA0027,00CNGA0027,,134,48,42,33,11,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009254,Birmingham 085C,00CNGA0028,00CNGA0028,,112,32,24,30,21,5
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009254,Birmingham 085C,00CNGA0029,00CNGA0029,,111,11,22,52,26,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009261,Birmingham 073E,00CNGA0030,00CNGA0030,,129,42,46,35,6,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009250,Birmingham 080B,00CNGA0031,00CNGA0031,,132,46,47,34,5,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009249,Birmingham 080A,00CNGA0032,00CNGA0032,,135,45,44,25,17,4
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009249,Birmingham 080A,00CNGA0033,00CNGA0033,,112,31,49,21,11,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009253,Birmingham 080D,00CNGA0034,00CNGA0034,,110,37,39,27,7,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009256,Birmingham 085D,00CNGA0035,00CNGA0035,,114,36,29,32,11,6
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009250,Birmingham 080B,00CNGA0036,00CNGA0036,,117,23,31,34,23,6
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009256,Birmingham 085D,00CNGA0037,00CNGA0037,,142,25,39,39,30,9
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009256,Birmingham 085D,00CNGA0038,00CNGA0038,,130,22,43,44,18,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009253,Birmingham 080D,00CNGA0039,00CNGA0039,,117,17,41,35,21,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009257,Birmingham 080F,00CNGA0040,00CNGA0040,,120,27,41,34,15,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009249,Birmingham 080A,00CNGA0041,00CNGA0041,,115,28,35,34,18,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009249,Birmingham 080A,00CNGA0042,00CNGA0042,,119,12,31,49,24,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009257,Birmingham 080F,00CNGA0043,00CNGA0043,,122,27,36,35,19,5
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009255,Birmingham 080E,00CNGA0044,00CNGA0044,,130,29,51,33,14,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009257,Birmingham 080F,00CNGA0045,00CNGA0045,,120,21,33,28,31,7
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009256,Birmingham 085D,00CNGA0046,00CNGA0046,,125,13,41,52,16,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009255,Birmingham 080E,00CNGA0047,00CNGA0047,,127,31,42,29,21,4
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009255,Birmingham 080E,00CNGA0048,00CNGA0048,,105,20,32,38,12,3
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009258,Birmingham 085E,00CNGA0049,00CNGA0049,,127,14,33,47,27,6
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009257,Birmingham 080F,00CNGA0050,00CNGA0050,,116,13,42,38,23,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009250,Birmingham 080B,00CNGA0051,00CNGA0051,,129,51,43,29,6,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009258,Birmingham 085E,00CNGA0052,00CNGA0052,,129,15,23,39,38,14
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01009259,Birmingham 094E,00CNGA0053,00CNGA0053,,124,17,51,39,17,0
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009255,Birmingham 080E,00CNGA0054,00CNGA0054,,121,27,32,30,27,5
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01009259,Birmingham 094E,00CNGA0055,00CNGA0055,,99,22,30,28,16,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01009259,Birmingham 094E,00CNGA0056,00CNGA0056,,118,18,32,41,24,3
F,West Midlands,,,00CN,Birmingham,E02001906,Birmingham 080,E01009255,Birmingham 080E,00CNGA0057,00CNGA0057,,146,40,59,31,13,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01009259,Birmingham 094E,00CNGA0058,00CNGA0058,,97,17,29,35,13,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01009259,Birmingham 094E,00CNGA0059,00CNGA0059,,120,23,43,36,18,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009258,Birmingham 085E,00CNGA0060,00CNGA0060,,135,25,39,41,27,3
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009258,Birmingham 085E,00CNGA0061,00CNGA0061,,139,15,43,62,19,0
F,West Midlands,,,00CN,Birmingham,E02001911,Birmingham 085,E01009258,Birmingham 085E,00CNGA0062,00CNGA0062,,142,28,47,49,15,3
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009260,Birmingham 073D,00CNGA0063,00CNGA0063,,144,68,53,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009260,Birmingham 073D,00CNGA0064,00CNGA0064,,124,38,56,26,4,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009260,Birmingham 073D,00CNGA0065,00CNGA0065,,123,43,56,24,0,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009260,Birmingham 073D,00CNGA0066,00CNGA0066,,118,39,46,30,3,0
F,West Midlands,,,00CN,Birmingham,E02001899,Birmingham 073,E01009261,Birmingham 073E,00CNGA0067,00CNGA0067,,132,45,55,28,4,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0001,00CNGB0001,,233,44,106,45,33,5
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009272,Birmingham 036B,00CNGB0002,00CNGB0002,,107,14,29,46,15,3
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009272,Birmingham 036B,00CNGB0003,00CNGB0003,,87,19,35,26,7,0
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009273,Birmingham 034E,00CNGB0004,00CNGB0004,,141,17,33,59,28,4
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009270,Birmingham 034C,00CNGB0005,00CNGB0005,,106,11,28,46,15,6
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009273,Birmingham 034E,00CNGB0006,00CNGB0006,,136,16,42,47,28,3
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009276,Birmingham 027C,00CNGB0007,00CNGB0007,,121,34,39,36,12,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009262,Birmingham 027A,00CNGB0008,00CNGB0008,,137,51,44,34,8,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009274,Birmingham 036C,00CNGB0009,00CNGB0009,,113,20,25,45,18,5
F,West Midlands,,,00CN,Birmingham,E02001865,Birmingham 039,E01009275,Birmingham 039A,00CNGB0010,00CNGB0010,,123,17,34,40,29,3
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009274,Birmingham 036C,00CNGB0011,00CNGB0011,,103,20,29,26,25,3
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009274,Birmingham 036C,00CNGB0012,00CNGB0012,,86,25,26,18,17,0
F,West Midlands,,,00CN,Birmingham,E02001865,Birmingham 039,E01009275,Birmingham 039A,00CNGB0013,00CNGB0013,,109,19,33,32,22,3
F,West Midlands,,,00CN,Birmingham,E02001865,Birmingham 039,E01009275,Birmingham 039A,00CNGB0014,00CNGB0014,,113,23,33,31,21,5
F,West Midlands,,,00CN,Birmingham,E02001865,Birmingham 039,E01009275,Birmingham 039A,00CNGB0015,00CNGB0015,,127,16,37,35,32,7
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009276,Birmingham 027C,00CNGB0016,00CNGB0016,,93,22,29,29,13,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009276,Birmingham 027C,00CNGB0017,00CNGB0017,,122,51,41,23,7,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009276,Birmingham 027C,00CNGB0018,00CNGB0018,,108,33,41,28,6,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009278,Birmingham 027E,00CNGB0019,00CNGB0019,,119,38,50,25,6,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009276,Birmingham 027C,00CNGB0020,00CNGB0020,,114,31,43,32,8,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009277,Birmingham 027D,00CNGB0021,00CNGB0021,,104,30,38,28,8,0
